1, ocean, minecraft:ocean, MONSTER, minecraft:spider, 30, 1, 2
4517, swamp, biomesoplenty:dense_marsh, CREATURE, exoticbirds:crane, 6, 2, 3
4518, swamp, biomesoplenty:dense_marsh, CREATURE, exoticbirds:duck, 10, 1, 2
4519, swamp, biomesoplenty:dense_marsh, CREATURE, exoticbirds:heron, 6, 2, 3
4520, swamp, biomesoplenty:dense_marsh, CREATURE, exoticbirds:pigeon, 12, 2, 3
4521, swamp, biomesoplenty:dense_marsh, CREATURE, aquaculture:box_turtle, 10, 1, 2
4522, swamp, biomesoplenty:dense_marsh, CREATURE, alexsmobs:crocodile, 30, 1, 2
4523, swamp, biomesoplenty:dense_marsh, CREATURE, alexsmobs:shoebill, 10, 1, 2
4524, swamp, biomesoplenty:dense_marsh, CREATURE, alexsmobs:alligator_snapping_turtle, 30, 1, 2
4525, swamp, biomesoplenty:dense_marsh, CREATURE, alexsmobs:crocodile, 30, 1, 2
4526, swamp, biomesoplenty:dense_marsh, CREATURE, alexsmobs:shoebill, 10, 1, 2
4527, swamp, biomesoplenty:dense_marsh, CREATURE, alexsmobs:alligator_snapping_turtle, 30, 1, 2
4528, swamp, biomesoplenty:dense_marsh, CREATURE, untitledduckmod:duck, 22, 1, 2
4529, swamp, biomesoplenty:dense_marsh, CREATURE, untitledduckmod:goose, 22, 1, 2
4530, swamp, biomesoplenty:dense_marsh, AMBIENT, minecraft:bat, 10, 1, 2
4531, swamp, biomesoplenty:dense_marsh, AMBIENT, alexsmobs:fly, 5, 2, 3
4532, swamp, biomesoplenty:dense_marsh, AMBIENT, alexsmobs:cockroach, 5, 1, 3
4533, swamp, biomesoplenty:dense_marsh, AMBIENT, alexsmobs:fly, 5, 2, 3
4534, swamp, biomesoplenty:dense_marsh, AMBIENT, alexsmobs:cockroach, 5, 1, 3
4535, swamp, biomesoplenty:dense_marsh, WATER_CREATURE, minecraft:squid, 5, 1, 2
4536, swamp, biomesoplenty:dense_marsh, WATER_CREATURE, experimental_m:guara, 10, 1, 1
4537, swamp, biomesoplenty:dense_marsh, WATER_AMBIENT, aquaculture:muskellunge, 5, 1, 1
4538, swamp, biomesoplenty:dense_marsh, WATER_AMBIENT, aquaculture:carp, 10, 1, 2
4539, swamp, biomesoplenty:dense_marsh, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 2
4540, swamp, biomesoplenty:dense_marsh, WATER_AMBIENT, aquaculture:perch, 30, 1, 2
4541, swamp, biomesoplenty:dense_marsh, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 2
4542, swamp, biomesoplenty:dense_marsh, WATER_AMBIENT, aquaculture:minnow, 18, 1, 2
4543, swamp, biomesoplenty:dense_marsh, WATER_AMBIENT, aquaculture:bluegill, 30, 1, 2
4544, swamp, biomesoplenty:dense_marsh, WATER_AMBIENT, aquaculture:catfish, 5, 1, 1
4545, swamp, biomesoplenty:dense_marsh, WATER_AMBIENT, aquaculture:gar, 6, 1, 2
4546, swamp, biomesoplenty:dense_marsh, WATER_AMBIENT, upgrade_aquatic:pike, 5, 1, 2
4547, swamp, biomesoplenty:dense_marsh, WATER_AMBIENT, upgrade_aquatic:perch, 5, 1, 2
4548, forest, biomesoplenty:dense_woodland, MONSTER, minecraft:spider, 30, 1, 2
4549, forest, biomesoplenty:dense_woodland, MONSTER, minecraft:zombie, 30, 1, 2
4550, forest, biomesoplenty:dense_woodland, MONSTER, minecraft:zombie_villager, 5, 1, 1
4551, forest, biomesoplenty:dense_woodland, MONSTER, minecraft:skeleton, 30, 1, 2
4552, forest, biomesoplenty:dense_woodland, MONSTER, minecraft:creeper, 30, 1, 2
4553, forest, biomesoplenty:dense_woodland, MONSTER, minecraft:slime, 30, 1, 2
4554, forest, biomesoplenty:dense_woodland, MONSTER, minecraft:enderman, 10, 1, 2
4555, forest, biomesoplenty:dense_woodland, MONSTER, minecraft:witch, 5, 1, 1
4556, forest, biomesoplenty:dense_woodland, MONSTER, geode:redstonegeode, 20, 1, 1
4557, forest, biomesoplenty:dense_woodland, MONSTER, geode:quartzgeode, 20, 1, 1
4558, forest, biomesoplenty:dense_woodland, MONSTER, geode:lapisgeode, 20, 1, 1
4559, forest, biomesoplenty:dense_woodland, MONSTER, geode:irongeode, 20, 1, 1
4560, forest, biomesoplenty:dense_woodland, MONSTER, geode:goldgeode, 20, 1, 1
4561, forest, biomesoplenty:dense_woodland, MONSTER, geode:glowstonegeode, 20, 1, 1
4562, forest, biomesoplenty:dense_woodland, MONSTER, geode:emeraldgeode, 20, 1, 1
4563, forest, biomesoplenty:dense_woodland, MONSTER, geode:diamondgeode, 25, 1, 1
4564, forest, biomesoplenty:dense_woodland, MONSTER, geode:coalgeode, 20, 1, 1
4565, forest, biomesoplenty:dense_woodland, MONSTER, teleportation_crystals:unstable_enderman, 10, 1, 1
4566, forest, biomesoplenty:dense_woodland, MONSTER, alexsmobs:centipede_head, 8, 1, 1
4567, forest, biomesoplenty:dense_woodland, MONSTER, alexsmobs:centipede_head, 8, 1, 1
4568, forest, biomesoplenty:dense_woodland, MONSTER, experimental_m:skinnerprimerestado, 7, 1, 1
4569, forest, biomesoplenty:dense_woodland, MONSTER, experimental_m:rotscal, 5, 1, 1
4570, forest, biomesoplenty:dense_woodland, MONSTER, dungeonsmod:rogue, 5, 1, 1
4571, forest, biomesoplenty:dense_woodland, MONSTER, dungeonsmod:crow, 5, 1, 1
4572, forest, biomesoplenty:dense_woodland, MONSTER, touhou_little_maid:fairy, 30, 1, 2
4573, forest, biomesoplenty:dense_woodland, MONSTER, experimental_m:morb, 7, 1, 1
4574, forest, biomesoplenty:dense_woodland, MONSTER, experimental_m:kullo, 7, 1, 1
4575, forest, biomesoplenty:dense_woodland, MONSTER, experimental_m:chunchi_zombie, 5, 2, 3
4576, forest, biomesoplenty:dense_woodland, MONSTER, experimental_m:chilopoto, 6, 1, 2
4577, forest, biomesoplenty:dense_woodland, CREATURE, minecraft:sheep, 22, 2, 3
4578, forest, biomesoplenty:dense_woodland, CREATURE, minecraft:pig, 20, 2, 3
4579, forest, biomesoplenty:dense_woodland, CREATURE, minecraft:chicken, 20, 2, 3
4580, forest, biomesoplenty:dense_woodland, CREATURE, minecraft:cow, 18, 2, 3
4581, forest, biomesoplenty:dense_woodland, CREATURE, exoticbirds:bluejay, 12, 2, 3
4582, forest, biomesoplenty:dense_woodland, CREATURE, exoticbirds:cardinal, 12, 2, 3
4583, forest, biomesoplenty:dense_woodland, CREATURE, exoticbirds:robin, 12, 2, 3
4584, forest, biomesoplenty:dense_woodland, CREATURE, exoticbirds:lyrebird, 8, 2, 3
4585, forest, biomesoplenty:dense_woodland, CREATURE, exoticbirds:hummingbird, 18, 2, 3
4586, forest, biomesoplenty:dense_woodland, CREATURE, exoticbirds:peafowl, 6, 2, 3
4587, forest, biomesoplenty:dense_woodland, CREATURE, exoticbirds:magpie, 12, 2, 3
4588, forest, biomesoplenty:dense_woodland, CREATURE, exoticbirds:cassowary, 5, 2, 3
4589, forest, biomesoplenty:dense_woodland, CREATURE, exoticbirds:kiwi, 8, 2, 3
4590, forest, biomesoplenty:dense_woodland, CREATURE, exoticbirds:pigeon, 12, 2, 3
4591, forest, biomesoplenty:dense_woodland, CREATURE, exoticbirds:woodpecker, 12, 2, 3
4592, forest, biomesoplenty:dense_woodland, CREATURE, alexsmobs:grizzly_bear, 8, 2, 3
4593, forest, biomesoplenty:dense_woodland, CREATURE, alexsmobs:raccoon, 10, 2, 4
4594, forest, biomesoplenty:dense_woodland, CREATURE, alexsmobs:crow, 10, 2, 2
4595, forest, biomesoplenty:dense_woodland, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
4596, forest, biomesoplenty:dense_woodland, CREATURE, alexsmobs:grizzly_bear, 8, 2, 3
4597, forest, biomesoplenty:dense_woodland, CREATURE, alexsmobs:raccoon, 10, 2, 4
4598, forest, biomesoplenty:dense_woodland, CREATURE, alexsmobs:crow, 10, 2, 2
4599, forest, biomesoplenty:dense_woodland, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
4600, forest, biomesoplenty:dense_woodland, CREATURE, untitledduckmod:duck, 22, 1, 2
4601, forest, biomesoplenty:dense_woodland, CREATURE, untitledduckmod:goose, 22, 1, 2
4602, forest, biomesoplenty:dense_woodland, AMBIENT, minecraft:bat, 10, 1, 2
4603, forest, biomesoplenty:dense_woodland, AMBIENT, alexsmobs:fly, 5, 2, 3
4604, forest, biomesoplenty:dense_woodland, AMBIENT, alexsmobs:cockroach, 5, 1, 3
4605, forest, biomesoplenty:dense_woodland, AMBIENT, alexsmobs:fly, 5, 2, 3
4606, forest, biomesoplenty:dense_woodland, AMBIENT, alexsmobs:cockroach, 5, 1, 3
4607, forest, biomesoplenty:dense_woodland, WATER_CREATURE, experimental_m:guara, 10, 1, 1
4608, forest, biomesoplenty:dense_woodland, WATER_AMBIENT, aquaculture:muskellunge, 5, 1, 1
4609, forest, biomesoplenty:dense_woodland, WATER_AMBIENT, aquaculture:carp, 10, 1, 2
4610, forest, biomesoplenty:dense_woodland, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 2
4611, forest, biomesoplenty:dense_woodland, WATER_AMBIENT, aquaculture:perch, 30, 1, 2
4612, forest, biomesoplenty:dense_woodland, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 2
4613, forest, biomesoplenty:dense_woodland, WATER_AMBIENT, aquaculture:minnow, 18, 1, 2
4614, forest, biomesoplenty:dense_woodland, WATER_AMBIENT, aquaculture:bluegill, 30, 1, 2
4615, forest, biomesoplenty:dense_woodland, WATER_AMBIENT, aquaculture:catfish, 5, 1, 1
4616, forest, biomesoplenty:dense_woodland, WATER_AMBIENT, aquaculture:gar, 6, 1, 2
4617, savanna, biomesoplenty:dry_boneyard, MONSTER, minecraft:spider, 30, 1, 2
4618, savanna, biomesoplenty:dry_boneyard, MONSTER, minecraft:zombie, 30, 1, 2
4619, savanna, biomesoplenty:dry_boneyard, MONSTER, minecraft:zombie_villager, 5, 1, 1
4620, savanna, biomesoplenty:dry_boneyard, MONSTER, minecraft:skeleton, 30, 1, 2
4621, savanna, biomesoplenty:dry_boneyard, MONSTER, minecraft:creeper, 30, 1, 2
4622, savanna, biomesoplenty:dry_boneyard, MONSTER, minecraft:slime, 30, 1, 2
4623, savanna, biomesoplenty:dry_boneyard, MONSTER, minecraft:enderman, 10, 1, 2
4624, savanna, biomesoplenty:dry_boneyard, MONSTER, minecraft:witch, 5, 1, 1
4625, savanna, biomesoplenty:dry_boneyard, MONSTER, geode:redstonegeode, 20, 1, 1
4626, savanna, biomesoplenty:dry_boneyard, MONSTER, geode:quartzgeode, 20, 1, 1
4627, savanna, biomesoplenty:dry_boneyard, MONSTER, geode:lapisgeode, 20, 1, 1
4628, savanna, biomesoplenty:dry_boneyard, MONSTER, geode:irongeode, 20, 1, 1
4629, savanna, biomesoplenty:dry_boneyard, MONSTER, geode:goldgeode, 20, 1, 1
4630, savanna, biomesoplenty:dry_boneyard, MONSTER, geode:glowstonegeode, 20, 1, 1
4631, savanna, biomesoplenty:dry_boneyard, MONSTER, geode:emeraldgeode, 20, 1, 1
4632, savanna, biomesoplenty:dry_boneyard, MONSTER, geode:diamondgeode, 25, 1, 1
4633, savanna, biomesoplenty:dry_boneyard, MONSTER, geode:coalgeode, 20, 1, 1
4634, savanna, biomesoplenty:dry_boneyard, MONSTER, teleportation_crystals:unstable_enderman, 10, 1, 1
4635, savanna, biomesoplenty:dry_boneyard, MONSTER, alexsmobs:centipede_head, 8, 1, 1
4636, savanna, biomesoplenty:dry_boneyard, MONSTER, alexsmobs:guster, 30, 1, 2
4637, savanna, biomesoplenty:dry_boneyard, MONSTER, alexsmobs:centipede_head, 8, 1, 1
4638, savanna, biomesoplenty:dry_boneyard, MONSTER, alexsmobs:guster, 30, 1, 2
4639, savanna, biomesoplenty:dry_boneyard, MONSTER, experimental_m:skinnerprimerestado, 7, 1, 1
4640, savanna, biomesoplenty:dry_boneyard, MONSTER, experimental_m:rotscal, 5, 1, 1
4641, savanna, biomesoplenty:dry_boneyard, MONSTER, touhou_little_maid:fairy, 30, 1, 2
4642, savanna, biomesoplenty:dry_boneyard, MONSTER, experimental_m:morb, 7, 1, 1
4643, savanna, biomesoplenty:dry_boneyard, MONSTER, experimental_m:kullo, 7, 1, 1
4644, savanna, biomesoplenty:dry_boneyard, MONSTER, experimental_m:chunchi_zombie, 5, 2, 3
4645, savanna, biomesoplenty:dry_boneyard, MONSTER, experimental_m:chilopoto, 6, 1, 2
4646, savanna, biomesoplenty:dry_boneyard, CREATURE, exoticbirds:ostrich, 5, 2, 3
4647, savanna, biomesoplenty:dry_boneyard, CREATURE, exoticbirds:hummingbird, 18, 2, 3
4648, savanna, biomesoplenty:dry_boneyard, CREATURE, exoticbirds:budgerigar, 10, 1, 2
4649, savanna, biomesoplenty:dry_boneyard, CREATURE, exoticbirds:cockatoo, 8, 2, 3
4650, savanna, biomesoplenty:dry_boneyard, CREATURE, exoticbirds:gouldianfinch, 5, 2, 3
4651, savanna, biomesoplenty:dry_boneyard, CREATURE, exoticbirds:kookaburra, 6, 2, 3
4652, savanna, biomesoplenty:dry_boneyard, CREATURE, alexsmobs:gazelle, 30, 7, 7
4653, savanna, biomesoplenty:dry_boneyard, CREATURE, alexsmobs:elephant, 30, 3, 5
4654, savanna, biomesoplenty:dry_boneyard, CREATURE, alexsmobs:emu, 20, 2, 3
4655, savanna, biomesoplenty:dry_boneyard, CREATURE, alexsmobs:kangaroo, 25, 3, 5
4656, savanna, biomesoplenty:dry_boneyard, CREATURE, alexsmobs:gazelle, 30, 7, 7
4657, savanna, biomesoplenty:dry_boneyard, CREATURE, alexsmobs:elephant, 30, 3, 5
4658, savanna, biomesoplenty:dry_boneyard, CREATURE, alexsmobs:emu, 20, 2, 3
4659, savanna, biomesoplenty:dry_boneyard, CREATURE, alexsmobs:kangaroo, 25, 3, 5
4660, savanna, biomesoplenty:dry_boneyard, CREATURE, untitledduckmod:duck, 22, 1, 2
4661, savanna, biomesoplenty:dry_boneyard, CREATURE, untitledduckmod:goose, 22, 1, 2
4662, savanna, biomesoplenty:dry_boneyard, AMBIENT, minecraft:bat, 10, 1, 2
4663, savanna, biomesoplenty:dry_boneyard, AMBIENT, alexsmobs:fly, 5, 2, 3
4664, savanna, biomesoplenty:dry_boneyard, AMBIENT, alexsmobs:cockroach, 5, 1, 3
4665, savanna, biomesoplenty:dry_boneyard, AMBIENT, alexsmobs:fly, 5, 2, 3
4666, savanna, biomesoplenty:dry_boneyard, AMBIENT, alexsmobs:cockroach, 5, 1, 3
4667, savanna, biomesoplenty:dry_boneyard, WATER_CREATURE, experimental_m:guara, 10, 1, 1
4668, savanna, biomesoplenty:dry_boneyard, WATER_AMBIENT, aquaculture:bayad, 6, 1, 2
4669, savanna, biomesoplenty:dry_boneyard, WATER_AMBIENT, aquaculture:synodontis, 30, 1, 2
4670, savanna, biomesoplenty:dry_boneyard, WATER_AMBIENT, aquaculture:capitaine, 5, 1, 1
4671, savanna, biomesoplenty:dry_boneyard, WATER_AMBIENT, aquaculture:boulti, 10, 1, 2
4672, taiga, biomesoplenty:fir_clearing, MONSTER, minecraft:spider, 30, 1, 2
4673, taiga, biomesoplenty:fir_clearing, MONSTER, minecraft:zombie, 30, 1, 2
4674, taiga, biomesoplenty:fir_clearing, MONSTER, minecraft:zombie_villager, 5, 1, 1
4675, taiga, biomesoplenty:fir_clearing, MONSTER, minecraft:skeleton, 30, 1, 2
4676, taiga, biomesoplenty:fir_clearing, MONSTER, minecraft:creeper, 30, 1, 2
4677, taiga, biomesoplenty:fir_clearing, MONSTER, minecraft:slime, 30, 1, 2
4678, taiga, biomesoplenty:fir_clearing, MONSTER, minecraft:enderman, 10, 1, 2
4679, taiga, biomesoplenty:fir_clearing, MONSTER, minecraft:witch, 5, 1, 1
4680, taiga, biomesoplenty:fir_clearing, MONSTER, geode:redstonegeode, 20, 1, 1
4681, taiga, biomesoplenty:fir_clearing, MONSTER, geode:quartzgeode, 20, 1, 1
4682, taiga, biomesoplenty:fir_clearing, MONSTER, geode:lapisgeode, 20, 1, 1
4683, taiga, biomesoplenty:fir_clearing, MONSTER, geode:irongeode, 20, 1, 1
4684, taiga, biomesoplenty:fir_clearing, MONSTER, geode:goldgeode, 20, 1, 1
4685, taiga, biomesoplenty:fir_clearing, MONSTER, geode:glowstonegeode, 20, 1, 1
4686, taiga, biomesoplenty:fir_clearing, MONSTER, geode:emeraldgeode, 20, 1, 1
4687, taiga, biomesoplenty:fir_clearing, MONSTER, geode:diamondgeode, 25, 1, 1
4688, taiga, biomesoplenty:fir_clearing, MONSTER, geode:coalgeode, 20, 1, 1
4689, taiga, biomesoplenty:fir_clearing, MONSTER, teleportation_crystals:unstable_enderman, 10, 1, 1
4690, taiga, biomesoplenty:fir_clearing, MONSTER, alexsmobs:centipede_head, 8, 1, 1
4691, taiga, biomesoplenty:fir_clearing, MONSTER, alexsmobs:centipede_head, 8, 1, 1
4692, taiga, biomesoplenty:fir_clearing, MONSTER, experimental_m:skinnerprimerestado, 7, 1, 1
4693, taiga, biomesoplenty:fir_clearing, MONSTER, experimental_m:rotscal, 5, 1, 1
4694, taiga, biomesoplenty:fir_clearing, MONSTER, dungeonsmod:notehead, 5, 1, 1
4695, taiga, biomesoplenty:fir_clearing, MONSTER, dungeonsmod:whirlwind, 5, 1, 1
4696, taiga, biomesoplenty:fir_clearing, MONSTER, dungeonsmod:pice, 5, 1, 1
4697, taiga, biomesoplenty:fir_clearing, MONSTER, touhou_little_maid:fairy, 30, 1, 2
4698, taiga, biomesoplenty:fir_clearing, MONSTER, experimental_m:morb, 7, 1, 1
4699, taiga, biomesoplenty:fir_clearing, MONSTER, experimental_m:kullo, 7, 1, 1
4700, taiga, biomesoplenty:fir_clearing, MONSTER, experimental_m:chunchi_zombie, 5, 2, 3
4701, taiga, biomesoplenty:fir_clearing, MONSTER, experimental_m:chilopoto, 6, 1, 2
4702, taiga, biomesoplenty:fir_clearing, CREATURE, minecraft:rabbit, 15, 2, 3
4703, taiga, biomesoplenty:fir_clearing, CREATURE, minecraft:wolf, 15, 2, 3
4704, taiga, biomesoplenty:fir_clearing, CREATURE, minecraft:fox, 18, 2, 4
4705, taiga, biomesoplenty:fir_clearing, CREATURE, exoticbirds:robin, 12, 2, 3
4706, taiga, biomesoplenty:fir_clearing, CREATURE, exoticbirds:owl, 6, 2, 3
4707, taiga, biomesoplenty:fir_clearing, CREATURE, exoticbirds:woodpecker, 12, 2, 3
4708, taiga, biomesoplenty:fir_clearing, CREATURE, alexsmobs:grizzly_bear, 8, 2, 3
4709, taiga, biomesoplenty:fir_clearing, CREATURE, alexsmobs:raccoon, 10, 2, 4
4710, taiga, biomesoplenty:fir_clearing, CREATURE, alexsmobs:crow, 10, 2, 2
4711, taiga, biomesoplenty:fir_clearing, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
4712, taiga, biomesoplenty:fir_clearing, CREATURE, alexsmobs:grizzly_bear, 8, 2, 3
4713, taiga, biomesoplenty:fir_clearing, CREATURE, alexsmobs:raccoon, 10, 2, 4
4714, taiga, biomesoplenty:fir_clearing, CREATURE, alexsmobs:crow, 10, 2, 2
4715, taiga, biomesoplenty:fir_clearing, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
4716, taiga, biomesoplenty:fir_clearing, CREATURE, untitledduckmod:duck, 22, 1, 2
4717, taiga, biomesoplenty:fir_clearing, CREATURE, untitledduckmod:goose, 22, 1, 2
4718, taiga, biomesoplenty:fir_clearing, AMBIENT, minecraft:bat, 10, 1, 2
4719, taiga, biomesoplenty:fir_clearing, AMBIENT, supplementaries:firefly, 5, 3, 6
4720, taiga, biomesoplenty:fir_clearing, AMBIENT, alexsmobs:fly, 5, 2, 3
4721, taiga, biomesoplenty:fir_clearing, AMBIENT, alexsmobs:cockroach, 5, 1, 3
4722, taiga, biomesoplenty:fir_clearing, AMBIENT, alexsmobs:fly, 5, 2, 3
4723, taiga, biomesoplenty:fir_clearing, AMBIENT, alexsmobs:cockroach, 5, 1, 3
4724, taiga, biomesoplenty:fir_clearing, AMBIENT, terraincognita:butterfly, 28, 2, 3
4725, taiga, biomesoplenty:fir_clearing, WATER_CREATURE, experimental_m:guara, 10, 1, 1
4726, taiga, biomesoplenty:fir_clearing, WATER_AMBIENT, aquaculture:muskellunge, 5, 1, 1
4727, taiga, biomesoplenty:fir_clearing, WATER_AMBIENT, aquaculture:carp, 10, 1, 2
4728, taiga, biomesoplenty:fir_clearing, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 2
4729, taiga, biomesoplenty:fir_clearing, WATER_AMBIENT, aquaculture:perch, 30, 1, 2
4730, taiga, biomesoplenty:fir_clearing, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 2
4731, taiga, biomesoplenty:fir_clearing, WATER_AMBIENT, aquaculture:minnow, 18, 1, 2
4732, taiga, biomesoplenty:fir_clearing, WATER_AMBIENT, aquaculture:bluegill, 30, 1, 2
4733, taiga, biomesoplenty:fir_clearing, WATER_AMBIENT, aquaculture:catfish, 5, 1, 1
4734, taiga, biomesoplenty:fir_clearing, WATER_AMBIENT, aquaculture:gar, 6, 1, 2
4735, taiga, biomesoplenty:flower_meadow, MONSTER, minecraft:spider, 30, 1, 2
4736, taiga, biomesoplenty:flower_meadow, MONSTER, minecraft:zombie, 30, 1, 2
4737, taiga, biomesoplenty:flower_meadow, MONSTER, minecraft:zombie_villager, 5, 1, 1
4738, taiga, biomesoplenty:flower_meadow, MONSTER, minecraft:skeleton, 30, 1, 2
4739, taiga, biomesoplenty:flower_meadow, MONSTER, minecraft:creeper, 30, 1, 2
4740, taiga, biomesoplenty:flower_meadow, MONSTER, minecraft:slime, 30, 1, 2
4741, taiga, biomesoplenty:flower_meadow, MONSTER, minecraft:enderman, 10, 1, 2
4742, taiga, biomesoplenty:flower_meadow, MONSTER, minecraft:witch, 5, 1, 1
4743, taiga, biomesoplenty:flower_meadow, MONSTER, geode:redstonegeode, 20, 1, 1
4744, taiga, biomesoplenty:flower_meadow, MONSTER, geode:quartzgeode, 20, 1, 1
4745, taiga, biomesoplenty:flower_meadow, MONSTER, geode:lapisgeode, 20, 1, 1
4746, taiga, biomesoplenty:flower_meadow, MONSTER, geode:irongeode, 20, 1, 1
4747, taiga, biomesoplenty:flower_meadow, MONSTER, geode:goldgeode, 20, 1, 1
4748, taiga, biomesoplenty:flower_meadow, MONSTER, geode:glowstonegeode, 20, 1, 1
4749, taiga, biomesoplenty:flower_meadow, MONSTER, geode:emeraldgeode, 20, 1, 1
4750, taiga, biomesoplenty:flower_meadow, MONSTER, geode:diamondgeode, 25, 1, 1
4751, taiga, biomesoplenty:flower_meadow, MONSTER, geode:coalgeode, 20, 1, 1
4752, taiga, biomesoplenty:flower_meadow, MONSTER, teleportation_crystals:unstable_enderman, 10, 1, 1
4753, taiga, biomesoplenty:flower_meadow, MONSTER, alexsmobs:centipede_head, 8, 1, 1
4754, taiga, biomesoplenty:flower_meadow, MONSTER, alexsmobs:centipede_head, 8, 1, 1
4755, taiga, biomesoplenty:flower_meadow, MONSTER, experimental_m:skinnerprimerestado, 7, 1, 1
4756, taiga, biomesoplenty:flower_meadow, MONSTER, experimental_m:rotscal, 5, 1, 1
4757, taiga, biomesoplenty:flower_meadow, MONSTER, dungeonsmod:notehead, 5, 1, 1
4758, taiga, biomesoplenty:flower_meadow, MONSTER, dungeonsmod:whirlwind, 5, 1, 1
4759, taiga, biomesoplenty:flower_meadow, MONSTER, dungeonsmod:pice, 5, 1, 1
4760, taiga, biomesoplenty:flower_meadow, MONSTER, touhou_little_maid:fairy, 30, 1, 2
4761, taiga, biomesoplenty:flower_meadow, MONSTER, experimental_m:morb, 7, 1, 1
4762, taiga, biomesoplenty:flower_meadow, MONSTER, experimental_m:kullo, 7, 1, 1
4763, taiga, biomesoplenty:flower_meadow, MONSTER, experimental_m:chunchi_zombie, 5, 2, 3
4764, taiga, biomesoplenty:flower_meadow, MONSTER, experimental_m:chilopoto, 6, 1, 2
4765, taiga, biomesoplenty:flower_meadow, CREATURE, minecraft:fox, 18, 2, 4
4766, taiga, biomesoplenty:flower_meadow, CREATURE, exoticbirds:robin, 12, 2, 3
4767, taiga, biomesoplenty:flower_meadow, CREATURE, exoticbirds:owl, 6, 2, 3
4768, taiga, biomesoplenty:flower_meadow, CREATURE, exoticbirds:woodpecker, 12, 2, 3
4769, taiga, biomesoplenty:flower_meadow, CREATURE, alexsmobs:raccoon, 10, 2, 4
4770, taiga, biomesoplenty:flower_meadow, CREATURE, alexsmobs:crow, 10, 2, 2
4771, taiga, biomesoplenty:flower_meadow, CREATURE, alexsmobs:raccoon, 10, 2, 4
4772, taiga, biomesoplenty:flower_meadow, CREATURE, alexsmobs:crow, 10, 2, 2
4773, taiga, biomesoplenty:flower_meadow, CREATURE, chococraft:chocobo, 10, 1, 2
4774, taiga, biomesoplenty:flower_meadow, CREATURE, untitledduckmod:duck, 22, 1, 2
4775, taiga, biomesoplenty:flower_meadow, CREATURE, untitledduckmod:goose, 22, 1, 2
4776, taiga, biomesoplenty:flower_meadow, AMBIENT, minecraft:bat, 10, 1, 2
4777, taiga, biomesoplenty:flower_meadow, AMBIENT, supplementaries:firefly, 5, 3, 6
4778, taiga, biomesoplenty:flower_meadow, AMBIENT, alexsmobs:fly, 5, 2, 3
4779, taiga, biomesoplenty:flower_meadow, AMBIENT, alexsmobs:cockroach, 5, 1, 3
4780, taiga, biomesoplenty:flower_meadow, AMBIENT, alexsmobs:fly, 5, 2, 3
4781, taiga, biomesoplenty:flower_meadow, AMBIENT, alexsmobs:cockroach, 5, 1, 3
4782, taiga, biomesoplenty:flower_meadow, AMBIENT, terraincognita:butterfly, 28, 2, 3
4783, taiga, biomesoplenty:flower_meadow, WATER_CREATURE, experimental_m:guara, 10, 1, 1
4784, taiga, biomesoplenty:flower_meadow, WATER_AMBIENT, aquaculture:muskellunge, 5, 1, 1
4785, taiga, biomesoplenty:flower_meadow, WATER_AMBIENT, aquaculture:carp, 10, 1, 2
4786, taiga, biomesoplenty:flower_meadow, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 2
4787, taiga, biomesoplenty:flower_meadow, WATER_AMBIENT, aquaculture:perch, 30, 1, 2
4788, taiga, biomesoplenty:flower_meadow, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 2
4789, taiga, biomesoplenty:flower_meadow, WATER_AMBIENT, aquaculture:minnow, 18, 1, 2
4790, taiga, biomesoplenty:flower_meadow, WATER_AMBIENT, aquaculture:bluegill, 30, 1, 2
4791, taiga, biomesoplenty:flower_meadow, WATER_AMBIENT, aquaculture:catfish, 5, 1, 1
4792, taiga, biomesoplenty:flower_meadow, WATER_AMBIENT, aquaculture:gar, 6, 1, 2
4793, jungle, biomesoplenty:fungal_field, MONSTER, minecraft:spider, 30, 1, 2
4794, jungle, biomesoplenty:fungal_field, MONSTER, minecraft:zombie, 30, 1, 2
4795, jungle, biomesoplenty:fungal_field, MONSTER, minecraft:zombie_villager, 5, 1, 1
4796, jungle, biomesoplenty:fungal_field, MONSTER, minecraft:skeleton, 30, 1, 2
4797, jungle, biomesoplenty:fungal_field, MONSTER, minecraft:creeper, 30, 1, 2
4798, jungle, biomesoplenty:fungal_field, MONSTER, minecraft:slime, 30, 1, 2
4799, jungle, biomesoplenty:fungal_field, MONSTER, minecraft:enderman, 10, 1, 2
4800, jungle, biomesoplenty:fungal_field, MONSTER, minecraft:witch, 5, 1, 1
4801, jungle, biomesoplenty:fungal_field, MONSTER, geode:redstonegeode, 20, 1, 1
4802, jungle, biomesoplenty:fungal_field, MONSTER, geode:quartzgeode, 20, 1, 1
