1, ocean, minecraft:ocean, MONSTER, minecraft:spider, 30, 1, 2
1284, forest, minecraft:birch_forest, MONSTER, minecraft:spider, 30, 1, 2
1285, forest, minecraft:birch_forest, MONSTER, minecraft:zombie, 30, 1, 2
1286, forest, minecraft:birch_forest, MONSTER, minecraft:zombie_villager, 5, 1, 1
1287, forest, minecraft:birch_forest, MONSTER, minecraft:skeleton, 30, 1, 2
1288, forest, minecraft:birch_forest, MONSTER, minecraft:creeper, 30, 1, 2
1289, forest, minecraft:birch_forest, MONSTER, minecraft:slime, 30, 1, 2
1290, forest, minecraft:birch_forest, MONSTER, minecraft:enderman, 10, 1, 2
1291, forest, minecraft:birch_forest, MONSTER, minecraft:witch, 5, 1, 1
1292, forest, minecraft:birch_forest, MONSTER, geode:redstonegeode, 20, 1, 1
1293, forest, minecraft:birch_forest, MONSTER, geode:quartzgeode, 20, 1, 1
1294, forest, minecraft:birch_forest, MONSTER, geode:lapisgeode, 20, 1, 1
1295, forest, minecraft:birch_forest, MONSTER, geode:irongeode, 20, 1, 1
1296, forest, minecraft:birch_forest, MONSTER, geode:goldgeode, 20, 1, 1
1297, forest, minecraft:birch_forest, MONSTER, geode:glowstonegeode, 20, 1, 1
1298, forest, minecraft:birch_forest, MONSTER, geode:emeraldgeode, 20, 1, 1
1299, forest, minecraft:birch_forest, MONSTER, geode:diamondgeode, 25, 1, 1
1300, forest, minecraft:birch_forest, MONSTER, geode:coalgeode, 20, 1, 1
1301, forest, minecraft:birch_forest, MONSTER, alexsmobs:centipede_head, 8, 1, 1
1302, forest, minecraft:birch_forest, MONSTER, alexsmobs:centipede_head, 8, 1, 1
1303, forest, minecraft:birch_forest, MONSTER, dungeonsmod:rogue, 5, 1, 1
1304, forest, minecraft:birch_forest, MONSTER, dungeonsmod:crow, 5, 1, 1
1305, forest, minecraft:birch_forest, MONSTER, touhou_little_maid:fairy, 30, 1, 2
1306, forest, minecraft:birch_forest, CREATURE, minecraft:sheep, 22, 2, 3
1307, forest, minecraft:birch_forest, CREATURE, minecraft:pig, 20, 2, 3
1308, forest, minecraft:birch_forest, CREATURE, minecraft:chicken, 20, 2, 3
1309, forest, minecraft:birch_forest, CREATURE, minecraft:cow, 18, 2, 3
1310, forest, minecraft:birch_forest, CREATURE, exoticbirds:bluejay, 12, 2, 3
1311, forest, minecraft:birch_forest, CREATURE, exoticbirds:cardinal, 12, 2, 3
1312, forest, minecraft:birch_forest, CREATURE, exoticbirds:robin, 12, 2, 3
1313, forest, minecraft:birch_forest, CREATURE, exoticbirds:lyrebird, 8, 2, 3
1314, forest, minecraft:birch_forest, CREATURE, exoticbirds:peafowl, 6, 2, 3
1315, forest, minecraft:birch_forest, CREATURE, exoticbirds:magpie, 12, 2, 3
1316, forest, minecraft:birch_forest, CREATURE, exoticbirds:owl, 6, 2, 3
1317, forest, minecraft:birch_forest, CREATURE, exoticbirds:pigeon, 12, 2, 3
1318, forest, minecraft:birch_forest, CREATURE, exoticbirds:woodpecker, 12, 2, 3
1319, forest, minecraft:birch_forest, CREATURE, alexsmobs:grizzly_bear, 8, 2, 3
1320, forest, minecraft:birch_forest, CREATURE, alexsmobs:raccoon, 10, 2, 4
1321, forest, minecraft:birch_forest, CREATURE, alexsmobs:crow, 10, 2, 2
1322, forest, minecraft:birch_forest, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
1323, forest, minecraft:birch_forest, CREATURE, alexsmobs:grizzly_bear, 8, 2, 3
1324, forest, minecraft:birch_forest, CREATURE, alexsmobs:raccoon, 10, 2, 4
1325, forest, minecraft:birch_forest, CREATURE, alexsmobs:crow, 10, 2, 2
1326, forest, minecraft:birch_forest, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
1327, forest, minecraft:birch_forest, CREATURE, untitledduckmod:duck, 22, 1, 2
1328, forest, minecraft:birch_forest, CREATURE, untitledduckmod:goose, 22, 1, 2
1329, forest, minecraft:birch_forest, AMBIENT, minecraft:bat, 10, 1, 2
1330, forest, minecraft:birch_forest, AMBIENT, alexsmobs:fly, 5, 2, 3
1331, forest, minecraft:birch_forest, AMBIENT, alexsmobs:cockroach, 5, 1, 3
1332, forest, minecraft:birch_forest, AMBIENT, alexsmobs:fly, 5, 2, 3
1333, forest, minecraft:birch_forest, AMBIENT, alexsmobs:cockroach, 5, 1, 3
1334, forest, minecraft:birch_forest, AMBIENT, terraincognita:butterfly, 28, 2, 3
1335, forest, minecraft:birch_forest, WATER_AMBIENT, aquaculture:muskellunge, 5, 1, 1
1336, forest, minecraft:birch_forest, WATER_AMBIENT, aquaculture:carp, 10, 1, 2
1337, forest, minecraft:birch_forest, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 2
1338, forest, minecraft:birch_forest, WATER_AMBIENT, aquaculture:perch, 30, 1, 2
1339, forest, minecraft:birch_forest, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 2
1340, forest, minecraft:birch_forest, WATER_AMBIENT, aquaculture:minnow, 18, 1, 2
1341, forest, minecraft:birch_forest, WATER_AMBIENT, aquaculture:bluegill, 30, 1, 2
1342, forest, minecraft:birch_forest, WATER_AMBIENT, aquaculture:catfish, 5, 1, 1
1343, forest, minecraft:birch_forest, WATER_AMBIENT, aquaculture:gar, 6, 1, 2
1344, forest, minecraft:birch_forest_hills, MONSTER, minecraft:spider, 30, 1, 2
1345, forest, minecraft:birch_forest_hills, MONSTER, minecraft:zombie, 30, 1, 2
1346, forest, minecraft:birch_forest_hills, MONSTER, minecraft:zombie_villager, 5, 1, 1
1347, forest, minecraft:birch_forest_hills, MONSTER, minecraft:skeleton, 30, 1, 2
1348, forest, minecraft:birch_forest_hills, MONSTER, minecraft:creeper, 30, 1, 2
1349, forest, minecraft:birch_forest_hills, MONSTER, minecraft:slime, 30, 1, 2
1350, forest, minecraft:birch_forest_hills, MONSTER, minecraft:enderman, 10, 1, 2
1351, forest, minecraft:birch_forest_hills, MONSTER, minecraft:witch, 5, 1, 1
1352, forest, minecraft:birch_forest_hills, MONSTER, geode:redstonegeode, 20, 1, 1
1353, forest, minecraft:birch_forest_hills, MONSTER, geode:quartzgeode, 20, 1, 1
1354, forest, minecraft:birch_forest_hills, MONSTER, geode:lapisgeode, 20, 1, 1
1355, forest, minecraft:birch_forest_hills, MONSTER, geode:irongeode, 20, 1, 1
1356, forest, minecraft:birch_forest_hills, MONSTER, geode:goldgeode, 20, 1, 1
1357, forest, minecraft:birch_forest_hills, MONSTER, geode:glowstonegeode, 20, 1, 1
1358, forest, minecraft:birch_forest_hills, MONSTER, geode:emeraldgeode, 20, 1, 1
1359, forest, minecraft:birch_forest_hills, MONSTER, geode:diamondgeode, 25, 1, 1
1360, forest, minecraft:birch_forest_hills, MONSTER, geode:coalgeode, 20, 1, 1
1361, forest, minecraft:birch_forest_hills, MONSTER, alexsmobs:centipede_head, 8, 1, 1
1362, forest, minecraft:birch_forest_hills, MONSTER, alexsmobs:centipede_head, 8, 1, 1
1363, forest, minecraft:birch_forest_hills, MONSTER, dungeonsmod:rogue, 5, 1, 1
1364, forest, minecraft:birch_forest_hills, MONSTER, dungeonsmod:crow, 5, 1, 1
1365, forest, minecraft:birch_forest_hills, MONSTER, touhou_little_maid:fairy, 30, 1, 2
1366, forest, minecraft:birch_forest_hills, CREATURE, minecraft:sheep, 22, 2, 3
1367, forest, minecraft:birch_forest_hills, CREATURE, minecraft:pig, 20, 2, 3
1368, forest, minecraft:birch_forest_hills, CREATURE, minecraft:chicken, 20, 2, 3
1369, forest, minecraft:birch_forest_hills, CREATURE, minecraft:cow, 18, 2, 3
1370, forest, minecraft:birch_forest_hills, CREATURE, exoticbirds:bluejay, 12, 2, 3
1371, forest, minecraft:birch_forest_hills, CREATURE, exoticbirds:cardinal, 12, 2, 3
1372, forest, minecraft:birch_forest_hills, CREATURE, exoticbirds:robin, 12, 2, 3
1373, forest, minecraft:birch_forest_hills, CREATURE, exoticbirds:lyrebird, 8, 2, 3
1374, forest, minecraft:birch_forest_hills, CREATURE, exoticbirds:peafowl, 6, 2, 3
1375, forest, minecraft:birch_forest_hills, CREATURE, exoticbirds:magpie, 12, 2, 3
1376, forest, minecraft:birch_forest_hills, CREATURE, exoticbirds:owl, 6, 2, 3
1377, forest, minecraft:birch_forest_hills, CREATURE, exoticbirds:pigeon, 12, 2, 3
1378, forest, minecraft:birch_forest_hills, CREATURE, exoticbirds:woodpecker, 12, 2, 3
1379, forest, minecraft:birch_forest_hills, CREATURE, alexsmobs:grizzly_bear, 8, 2, 3
1380, forest, minecraft:birch_forest_hills, CREATURE, alexsmobs:raccoon, 10, 2, 4
1381, forest, minecraft:birch_forest_hills, CREATURE, alexsmobs:crow, 10, 2, 2
1382, forest, minecraft:birch_forest_hills, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
1383, forest, minecraft:birch_forest_hills, CREATURE, alexsmobs:grizzly_bear, 8, 2, 3
1384, forest, minecraft:birch_forest_hills, CREATURE, alexsmobs:raccoon, 10, 2, 4
1385, forest, minecraft:birch_forest_hills, CREATURE, alexsmobs:crow, 10, 2, 2
1386, forest, minecraft:birch_forest_hills, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
1387, forest, minecraft:birch_forest_hills, CREATURE, untitledduckmod:duck, 22, 1, 2
1388, forest, minecraft:birch_forest_hills, CREATURE, untitledduckmod:goose, 22, 1, 2
1389, forest, minecraft:birch_forest_hills, AMBIENT, minecraft:bat, 10, 1, 2
1390, forest, minecraft:birch_forest_hills, AMBIENT, alexsmobs:fly, 5, 2, 3
1391, forest, minecraft:birch_forest_hills, AMBIENT, alexsmobs:cockroach, 5, 1, 3
1392, forest, minecraft:birch_forest_hills, AMBIENT, alexsmobs:fly, 5, 2, 3
1393, forest, minecraft:birch_forest_hills, AMBIENT, alexsmobs:cockroach, 5, 1, 3
1394, forest, minecraft:birch_forest_hills, AMBIENT, terraincognita:butterfly, 28, 2, 3
1395, forest, minecraft:birch_forest_hills, WATER_AMBIENT, aquaculture:muskellunge, 5, 1, 1
1396, forest, minecraft:birch_forest_hills, WATER_AMBIENT, aquaculture:carp, 10, 1, 2
1397, forest, minecraft:birch_forest_hills, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 2
1398, forest, minecraft:birch_forest_hills, WATER_AMBIENT, aquaculture:perch, 30, 1, 2
1399, forest, minecraft:birch_forest_hills, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 2
1400, forest, minecraft:birch_forest_hills, WATER_AMBIENT, aquaculture:minnow, 18, 1, 2
1401, forest, minecraft:birch_forest_hills, WATER_AMBIENT, aquaculture:bluegill, 30, 1, 2
1402, forest, minecraft:birch_forest_hills, WATER_AMBIENT, aquaculture:catfish, 5, 1, 1
1403, forest, minecraft:birch_forest_hills, WATER_AMBIENT, aquaculture:gar, 6, 1, 2
1404, forest, minecraft:dark_forest, MONSTER, minecraft:spider, 30, 1, 2
1405, forest, minecraft:dark_forest, MONSTER, minecraft:zombie, 30, 1, 2
1406, forest, minecraft:dark_forest, MONSTER, minecraft:zombie_villager, 5, 1, 1
1407, forest, minecraft:dark_forest, MONSTER, minecraft:skeleton, 30, 1, 2
1408, forest, minecraft:dark_forest, MONSTER, minecraft:creeper, 30, 1, 2
1409, forest, minecraft:dark_forest, MONSTER, minecraft:slime, 30, 1, 2
1410, forest, minecraft:dark_forest, MONSTER, minecraft:enderman, 10, 1, 2
1411, forest, minecraft:dark_forest, MONSTER, minecraft:witch, 5, 1, 1
1412, forest, minecraft:dark_forest, MONSTER, geode:redstonegeode, 20, 1, 1
1413, forest, minecraft:dark_forest, MONSTER, geode:quartzgeode, 20, 1, 1
1414, forest, minecraft:dark_forest, MONSTER, geode:lapisgeode, 20, 1, 1
1415, forest, minecraft:dark_forest, MONSTER, geode:irongeode, 20, 1, 1
1416, forest, minecraft:dark_forest, MONSTER, geode:goldgeode, 20, 1, 1
1417, forest, minecraft:dark_forest, MONSTER, geode:glowstonegeode, 20, 1, 1
1418, forest, minecraft:dark_forest, MONSTER, geode:emeraldgeode, 20, 1, 1
1419, forest, minecraft:dark_forest, MONSTER, geode:diamondgeode, 25, 1, 1
1420, forest, minecraft:dark_forest, MONSTER, geode:coalgeode, 20, 1, 1
1421, forest, minecraft:dark_forest, MONSTER, alexsmobs:centipede_head, 8, 1, 1
1422, forest, minecraft:dark_forest, MONSTER, alexsmobs:centipede_head, 8, 1, 1
1423, forest, minecraft:dark_forest, MONSTER, dungeonsmod:rogue, 5, 1, 1
1424, forest, minecraft:dark_forest, MONSTER, dungeonsmod:crow, 5, 1, 1
1425, forest, minecraft:dark_forest, MONSTER, touhou_little_maid:fairy, 30, 1, 2
1426, forest, minecraft:dark_forest, MONSTER, monsters_and_girls:yellow_wisp, 5, 1, 2
1427, forest, minecraft:dark_forest, MONSTER, monsters_and_girls:green_wisp, 5, 1, 2
1428, forest, minecraft:dark_forest, MONSTER, monsters_and_girls:blue_wisp, 5, 1, 2
1429, forest, minecraft:dark_forest, CREATURE, minecraft:sheep, 22, 2, 3
1430, forest, minecraft:dark_forest, CREATURE, minecraft:pig, 20, 2, 3
1431, forest, minecraft:dark_forest, CREATURE, minecraft:chicken, 20, 2, 3
1432, forest, minecraft:dark_forest, CREATURE, minecraft:cow, 18, 2, 3
1433, forest, minecraft:dark_forest, CREATURE, exoticbirds:bluejay, 12, 2, 3
1434, forest, minecraft:dark_forest, CREATURE, exoticbirds:cardinal, 12, 2, 3
1435, forest, minecraft:dark_forest, CREATURE, exoticbirds:robin, 12, 2, 3
1436, forest, minecraft:dark_forest, CREATURE, exoticbirds:lyrebird, 8, 2, 3
1437, forest, minecraft:dark_forest, CREATURE, exoticbirds:hummingbird, 18, 2, 3
1438, forest, minecraft:dark_forest, CREATURE, exoticbirds:peafowl, 6, 2, 3
1439, forest, minecraft:dark_forest, CREATURE, exoticbirds:magpie, 12, 2, 3
1440, forest, minecraft:dark_forest, CREATURE, exoticbirds:cassowary, 5, 2, 3
1441, forest, minecraft:dark_forest, CREATURE, exoticbirds:kiwi, 8, 2, 3
1442, forest, minecraft:dark_forest, CREATURE, exoticbirds:pigeon, 12, 2, 3
1443, forest, minecraft:dark_forest, CREATURE, exoticbirds:woodpecker, 12, 2, 3
1444, forest, minecraft:dark_forest, CREATURE, totalcreaturesfarm_1_16_5:tc_vaca_nelore, 20, 2, 3
1445, forest, minecraft:dark_forest, CREATURE, totalcreaturesfarm_1_16_5:tc_vaca_holandesa, 20, 2, 3
1446, forest, minecraft:dark_forest, CREATURE, totalcreaturesfarm_1_16_5:tc_touro_nelore, 20, 2, 3
1447, forest, minecraft:dark_forest, CREATURE, totalcreaturesfarm_1_16_5:tc_touro_holandes, 20, 2, 3
1448, forest, minecraft:dark_forest, CREATURE, totalcreaturesfarm_1_16_5:tc_bezerro_nelore, 10, 1, 1
1449, forest, minecraft:dark_forest, CREATURE, totalcreaturesfarm_1_16_5:tc_bezerro_holandes, 10, 1, 1
1450, forest, minecraft:dark_forest, CREATURE, alexsmobs:grizzly_bear, 8, 2, 3
1451, forest, minecraft:dark_forest, CREATURE, alexsmobs:raccoon, 10, 2, 4
1452, forest, minecraft:dark_forest, CREATURE, alexsmobs:crow, 10, 2, 2
1453, forest, minecraft:dark_forest, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
1454, forest, minecraft:dark_forest, CREATURE, alexsmobs:grizzly_bear, 8, 2, 3
1455, forest, minecraft:dark_forest, CREATURE, alexsmobs:raccoon, 10, 2, 4
1456, forest, minecraft:dark_forest, CREATURE, alexsmobs:crow, 10, 2, 2
1457, forest, minecraft:dark_forest, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
1458, forest, minecraft:dark_forest, CREATURE, monsters_and_girls:red_mushrom_gal, 20, 1, 4
1459, forest, minecraft:dark_forest, CREATURE, monsters_and_girls:ink_cap, 10, 1, 2
1460, forest, minecraft:dark_forest, CREATURE, monsters_and_girls:fly_alexgaric, 5, 1, 2
1461, forest, minecraft:dark_forest, CREATURE, monsters_and_girls:brown_mushroom_gal, 20, 1, 4
1462, forest, minecraft:dark_forest, CREATURE, untitledduckmod:duck, 22, 1, 2
1463, forest, minecraft:dark_forest, CREATURE, untitledduckmod:goose, 22, 1, 2
1464, forest, minecraft:dark_forest, AMBIENT, minecraft:bat, 10, 1, 2
1465, forest, minecraft:dark_forest, AMBIENT, alexsmobs:fly, 5, 2, 3
1466, forest, minecraft:dark_forest, AMBIENT, alexsmobs:cockroach, 5, 1, 3
1467, forest, minecraft:dark_forest, AMBIENT, alexsmobs:fly, 5, 2, 3
1468, forest, minecraft:dark_forest, AMBIENT, alexsmobs:cockroach, 5, 1, 3
1469, forest, minecraft:dark_forest, WATER_AMBIENT, aquaculture:muskellunge, 5, 1, 1
1470, forest, minecraft:dark_forest, WATER_AMBIENT, aquaculture:carp, 10, 1, 2
1471, forest, minecraft:dark_forest, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 2
1472, forest, minecraft:dark_forest, WATER_AMBIENT, aquaculture:perch, 30, 1, 2
1473, forest, minecraft:dark_forest, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 2
1474, forest, minecraft:dark_forest, WATER_AMBIENT, aquaculture:minnow, 18, 1, 2
1475, forest, minecraft:dark_forest, WATER_AMBIENT, aquaculture:bluegill, 30, 1, 2
1476, forest, minecraft:dark_forest, WATER_AMBIENT, aquaculture:catfish, 5, 1, 1
1477, forest, minecraft:dark_forest, WATER_AMBIENT, aquaculture:gar, 6, 1, 2
1478, taiga, minecraft:snowy_taiga, MONSTER, minecraft:spider, 30, 1, 2
1479, taiga, minecraft:snowy_taiga, MONSTER, minecraft:zombie, 30, 1, 2
1480, taiga, minecraft:snowy_taiga, MONSTER, minecraft:zombie_villager, 5, 1, 1
1481, taiga, minecraft:snowy_taiga, MONSTER, minecraft:skeleton, 30, 1, 2
1482, taiga, minecraft:snowy_taiga, MONSTER, minecraft:creeper, 30, 1, 2
1483, taiga, minecraft:snowy_taiga, MONSTER, minecraft:slime, 30, 1, 2
1484, taiga, minecraft:snowy_taiga, MONSTER, minecraft:enderman, 10, 1, 2
1485, taiga, minecraft:snowy_taiga, MONSTER, minecraft:witch, 5, 1, 1
1486, taiga, minecraft:snowy_taiga, MONSTER, geode:redstonegeode, 20, 1, 1
1487, taiga, minecraft:snowy_taiga, MONSTER, geode:quartzgeode, 20, 1, 1
1488, taiga, minecraft:snowy_taiga, MONSTER, geode:lapisgeode, 20, 1, 1
1489, taiga, minecraft:snowy_taiga, MONSTER, geode:irongeode, 20, 1, 1
1490, taiga, minecraft:snowy_taiga, MONSTER, geode:goldgeode, 20, 1, 1
1491, taiga, minecraft:snowy_taiga, MONSTER, geode:glowstonegeode, 20, 1, 1
1492, taiga, minecraft:snowy_taiga, MONSTER, geode:emeraldgeode, 20, 1, 1
1493, taiga, minecraft:snowy_taiga, MONSTER, geode:diamondgeode, 25, 1, 1
1494, taiga, minecraft:snowy_taiga, MONSTER, geode:coalgeode, 20, 1, 1
1495, taiga, minecraft:snowy_taiga, MONSTER, alexsmobs:centipede_head, 8, 1, 1
1496, taiga, minecraft:snowy_taiga, MONSTER, alexsmobs:centipede_head, 8, 1, 1
1497, taiga, minecraft:snowy_taiga, MONSTER, dungeonsmod:notehead, 5, 1, 1
1498, taiga, minecraft:snowy_taiga, MONSTER, dungeonsmod:whirlwind, 5, 1, 1
1499, taiga, minecraft:snowy_taiga, MONSTER, dungeonsmod:pice, 5, 1, 1
1500, taiga, minecraft:snowy_taiga, MONSTER, touhou_little_maid:fairy, 30, 1, 2
1501, taiga, minecraft:snowy_taiga, CREATURE, minecraft:sheep, 22, 2, 3
1502, taiga, minecraft:snowy_taiga, CREATURE, minecraft:pig, 20, 2, 3
1503, taiga, minecraft:snowy_taiga, CREATURE, minecraft:chicken, 20, 2, 3
1504, taiga, minecraft:snowy_taiga, CREATURE, minecraft:cow, 18, 2, 3
1505, taiga, minecraft:snowy_taiga, CREATURE, minecraft:wolf, 18, 2, 3
1506, taiga, minecraft:snowy_taiga, CREATURE, minecraft:rabbit, 15, 2, 3
1507, taiga, minecraft:snowy_taiga, CREATURE, minecraft:fox, 18, 2, 4
1508, taiga, minecraft:snowy_taiga, CREATURE, exoticbirds:robin, 12, 2, 3
1509, taiga, minecraft:snowy_taiga, CREATURE, exoticbirds:penguin, 6, 2, 3
1510, taiga, minecraft:snowy_taiga, CREATURE, exoticbirds:owl, 6, 2, 3
1511, taiga, minecraft:snowy_taiga, CREATURE, exoticbirds:woodpecker, 12, 2, 3
1512, taiga, minecraft:snowy_taiga, CREATURE, totalcreaturesfarm_1_16_5:tc_ganso, 20, 1, 3
1513, taiga, minecraft:snowy_taiga, CREATURE, alexsmobs:grizzly_bear, 8, 2, 3
1514, taiga, minecraft:snowy_taiga, CREATURE, alexsmobs:moose, 9, 3, 4
1515, taiga, minecraft:snowy_taiga, CREATURE, alexsmobs:raccoon, 10, 2, 4
1516, taiga, minecraft:snowy_taiga, CREATURE, alexsmobs:crow, 10, 2, 2
1517, taiga, minecraft:snowy_taiga, CREATURE, alexsmobs:grizzly_bear, 8, 2, 3
1518, taiga, minecraft:snowy_taiga, CREATURE, alexsmobs:moose, 9, 3, 4
1519, taiga, minecraft:snowy_taiga, CREATURE, alexsmobs:raccoon, 10, 2, 4
1520, taiga, minecraft:snowy_taiga, CREATURE, alexsmobs:crow, 10, 2, 2
1521, taiga, minecraft:snowy_taiga, CREATURE, untitledduckmod:duck, 22, 1, 2
1522, taiga, minecraft:snowy_taiga, CREATURE, untitledduckmod:goose, 22, 1, 2
1523, taiga, minecraft:snowy_taiga, AMBIENT, minecraft:bat, 10, 1, 2
1524, taiga, minecraft:snowy_taiga, AMBIENT, alexsmobs:fly, 5, 2, 3
1525, taiga, minecraft:snowy_taiga, AMBIENT, alexsmobs:cockroach, 5, 1, 3
1526, taiga, minecraft:snowy_taiga, AMBIENT, alexsmobs:fly, 5, 2, 3
1527, taiga, minecraft:snowy_taiga, AMBIENT, alexsmobs:cockroach, 5, 1, 3
1528, taiga, minecraft:snowy_taiga, WATER_AMBIENT, aquaculture:muskellunge, 5, 1, 1
1529, taiga, minecraft:snowy_taiga, WATER_AMBIENT, aquaculture:carp, 10, 1, 2
1530, taiga, minecraft:snowy_taiga, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 2
1531, taiga, minecraft:snowy_taiga, WATER_AMBIENT, aquaculture:perch, 30, 1, 2
1532, taiga, minecraft:snowy_taiga, WATER_AMBIENT, aquaculture:minnow, 18, 1, 2
1533, taiga, minecraft:snowy_taiga, WATER_AMBIENT, aquaculture:bluegill, 30, 1, 2
1534, taiga, minecraft:snowy_taiga_hills, MONSTER, minecraft:spider, 30, 1, 2
1535, taiga, minecraft:snowy_taiga_hills, MONSTER, minecraft:zombie, 30, 1, 2
1536, taiga, minecraft:snowy_taiga_hills, MONSTER, minecraft:zombie_villager, 5, 1, 1
1537, taiga, minecraft:snowy_taiga_hills, MONSTER, minecraft:skeleton, 30, 1, 2
1538, taiga, minecraft:snowy_taiga_hills, MONSTER, minecraft:creeper, 30, 1, 2
1539, taiga, minecraft:snowy_taiga_hills, MONSTER, minecraft:slime, 30, 1, 2
1540, taiga, minecraft:snowy_taiga_hills, MONSTER, minecraft:enderman, 10, 1, 2
1541, taiga, minecraft:snowy_taiga_hills, MONSTER, minecraft:witch, 5, 1, 1
1542, taiga, minecraft:snowy_taiga_hills, MONSTER, geode:redstonegeode, 20, 1, 1
1543, taiga, minecraft:snowy_taiga_hills, MONSTER, geode:quartzgeode, 20, 1, 1
1544, taiga, minecraft:snowy_taiga_hills, MONSTER, geode:lapisgeode, 20, 1, 1
1545, taiga, minecraft:snowy_taiga_hills, MONSTER, geode:irongeode, 20, 1, 1
1546, taiga, minecraft:snowy_taiga_hills, MONSTER, geode:goldgeode, 20, 1, 1
1547, taiga, minecraft:snowy_taiga_hills, MONSTER, geode:glowstonegeode, 20, 1, 1
1548, taiga, minecraft:snowy_taiga_hills, MONSTER, geode:emeraldgeode, 20, 1, 1
1549, taiga, minecraft:snowy_taiga_hills, MONSTER, geode:diamondgeode, 25, 1, 1
1550, taiga, minecraft:snowy_taiga_hills, MONSTER, geode:coalgeode, 20, 1, 1
1551, taiga, minecraft:snowy_taiga_hills, MONSTER, alexsmobs:centipede_head, 8, 1, 1
1552, taiga, minecraft:snowy_taiga_hills, MONSTER, alexsmobs:centipede_head, 8, 1, 1
1553, taiga, minecraft:snowy_taiga_hills, MONSTER, dungeonsmod:notehead, 5, 1, 1
1554, taiga, minecraft:snowy_taiga_hills, MONSTER, dungeonsmod:whirlwind, 5, 1, 1
1555, taiga, minecraft:snowy_taiga_hills, MONSTER, dungeonsmod:pice, 5, 1, 1
1556, taiga, minecraft:snowy_taiga_hills, MONSTER, touhou_little_maid:fairy, 30, 1, 2
1557, taiga, minecraft:snowy_taiga_hills, CREATURE, minecraft:sheep, 22, 2, 3
1558, taiga, minecraft:snowy_taiga_hills, CREATURE, minecraft:pig, 20, 2, 3
1559, taiga, minecraft:snowy_taiga_hills, CREATURE, minecraft:chicken, 20, 2, 3
1560, taiga, minecraft:snowy_taiga_hills, CREATURE, minecraft:cow, 18, 2, 3
1561, taiga, minecraft:snowy_taiga_hills, CREATURE, minecraft:wolf, 18, 2, 3
1562, taiga, minecraft:snowy_taiga_hills, CREATURE, minecraft:rabbit, 15, 2, 3
1563, taiga, minecraft:snowy_taiga_hills, CREATURE, minecraft:fox, 18, 2, 4
1564, taiga, minecraft:snowy_taiga_hills, CREATURE, exoticbirds:robin, 12, 2, 3
1565, taiga, minecraft:snowy_taiga_hills, CREATURE, exoticbirds:penguin, 6, 2, 3
1566, taiga, minecraft:snowy_taiga_hills, CREATURE, exoticbirds:owl, 6, 2, 3
1567, taiga, minecraft:snowy_taiga_hills, CREATURE, exoticbirds:woodpecker, 12, 2, 3
1568, taiga, minecraft:snowy_taiga_hills, CREATURE, alexsmobs:grizzly_bear, 8, 2, 3
1569, taiga, minecraft:snowy_taiga_hills, CREATURE, alexsmobs:moose, 9, 3, 4
1570, taiga, minecraft:snowy_taiga_hills, CREATURE, alexsmobs:raccoon, 10, 2, 4
1571, taiga, minecraft:snowy_taiga_hills, CREATURE, alexsmobs:crow, 10, 2, 2
1572, taiga, minecraft:snowy_taiga_hills, CREATURE, alexsmobs:grizzly_bear, 8, 2, 3
1573, taiga, minecraft:snowy_taiga_hills, CREATURE, alexsmobs:moose, 9, 3, 4
1574, taiga, minecraft:snowy_taiga_hills, CREATURE, alexsmobs:raccoon, 10, 2, 4
1575, taiga, minecraft:snowy_taiga_hills, CREATURE, alexsmobs:crow, 10, 2, 2
1576, taiga, minecraft:snowy_taiga_hills, CREATURE, untitledduckmod:duck, 22, 1, 2
1577, taiga, minecraft:snowy_taiga_hills, CREATURE, untitledduckmod:goose, 22, 1, 2
1578, taiga, minecraft:snowy_taiga_hills, AMBIENT, minecraft:bat, 10, 1, 2
1579, taiga, minecraft:snowy_taiga_hills, AMBIENT, alexsmobs:fly, 5, 2, 3
1580, taiga, minecraft:snowy_taiga_hills, AMBIENT, alexsmobs:cockroach, 5, 1, 3
1581, taiga, minecraft:snowy_taiga_hills, AMBIENT, alexsmobs:fly, 5, 2, 3
1582, taiga, minecraft:snowy_taiga_hills, AMBIENT, alexsmobs:cockroach, 5, 1, 3
1583, taiga, minecraft:snowy_taiga_hills, WATER_AMBIENT, aquaculture:muskellunge, 5, 1, 1
1584, taiga, minecraft:snowy_taiga_hills, WATER_AMBIENT, aquaculture:carp, 10, 1, 2
1585, taiga, minecraft:snowy_taiga_hills, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 2
